Time	Speed	Torque
1592	56.5	42.8
1593	56.9	42.2
1594	56.5	43.1
1595	56.5	42.9
1596	56.7	42.7
1597	56.6	41.5
1598	56.9	41.8
1599	56.6	41.9
1600	56.7	42.6
1601	56.7	42.6
1602	56.7	41.5
1603	56.7	42.2
1604	56.5	42.2
1605	56.8	41.9
1606	56.5	42
1607	56.7	42.1
1608	56.4	41.9
1609	56.7	42.9
1610	56.7	41.8
1611	56.7	41.9
1612	56.8	42
1613	56.7	41.5
1614	56.6	41.9
1615	56.8	41.6
1616	56.6	41.6
1617	56.9	42
1618	56.7	40.7
1619	56.7	39.3
1620	56.5	41.4
1621	56.4	44.9
1622	56.8	45.2
1623	56.6	43.6
1624	56.8	42.2
1625	56.5	42.3
1626	56.5	44.4
1627	56.9	45.1
1628	56.4	45
1629	56.7	46.3
1630	56.7	45.5
1631	56.8	45
1632	56.7	44.9
1633	56.6	45.2
1634	56.8	46
1635	56.5	46.6
1636	56.6	48.3
1637	56.4	48.6
1638	56.6	50.3
1639	56.3	51.9
1640	56.5	54.1
1641	56.3	54.9
1642	56.4	55
1643	56.4	56.2
1644	56.2	58.6
1645	56.2	59.1
1646	56.2	62.5
1647	56.4	62.8
1648	56	64.7
1649	56.4	65.6
1650	56.2	67.7
1651	55.9	68.9
1652	56.1	68.9
1653	55.8	69.5
1654	56	69.8
1655	56.2	69.3
1656	56.2	69.8
1657	56.4	69.2
1658	56.3	68.7
1659	56.2	69.4
1660	56.2	69.5
1661	56.2	70
1662	56.4	69.7
1663	56.2	70.2
1664	56.4	70.5
1665	56.1	70.5
1666	56.5	69.7
1667	56.2	69.3
1668	56.5	70.9
1669	56.4	70.8
1670	56.3	71.1
1671	56.4	71
1672	56.7	68.6
1673	56.8	68.6
1674	56.6	68
1675	56.8	65.1
1676	56.9	60.9
1677	57.1	57.4
1678	57.1	54.3
1679	57	48.6
1680	57.4	44.1
1681	57.4	40.2
1682	57.6	36.9
1683	57.5	34.2
1684	57.4	31.1
1685	57.5	25.9
1686	57.5	20.7
1687	57.6	16.4
1688	57.6	12.4
1689	57.6	8.9
1690	57.5	8
1691	57.5	5.8
1692	57.3	5.8
1693	57.6	5.5
1694	57.3	4.5
1695	57.2	3.2
1696	57.2	3.1
1697	57.3	4.9
1698	57.3	4.2
1699	56.9	5.5
1700	57.1	5.1
1701	57	5.2
1702	56.9	5.5
1703	56.6	5.4
1704	57.1	6.1
1705	56.7	5.7
1706	56.8	5.8
1707	57	6.1
1708	56.7	5.9
1709	57	6.6
1710	56.9	6.4
1711	56.7	6.7
1712	56.9	6.9
1713	56.8	5.6
1714	56.6	5.1
1715	56.6	6.5
1716	56.5	10
1717	56.6	12.4
1718	56.5	14.5
1719	56.6	16.3
1720	56.3	18.1
1721	56.6	20.7
1722	56.1	22.6
1723	56.3	25.8
1724	56.4	27.7
1725	56	29.7
1726	56.1	32.6
1727	55.9	34.9
1728	55.9	36.4
1729	56	39.2
1730	55.9	41.4
1731	55.5	44.2
1732	55.9	46.4
1733	55.8	48.3
1734	55.6	49.1
1735	55.8	49.3
1736	55.9	47.7
1737	55.9	47.4
1738	55.8	46.9
1739	56.1	46.8
1740	56.1	45.8
1741	56.2	46
1742	56.3	45.9
1743	56.3	45.9
1744	56.2	44.6
1745	56.2	46
1746	56.4	46.2
1747	55.8	m
1748	55.5	m
1749	55	m
1750	54.1	m
1751	54	m
1752	53.3	m
1753	52.6	m
1754	51.8	m
1755	50.7	m
1756	49.9	m
1757	49.1	m
1758	47.7	m
1759	46.8	m
1760	45.7	m
1761	44.8	m
1762	43.9	m
1763	42.9	m
1764	41.5	m
1765	39.5	m
1766	36.7	m
1767	33.8	m
1768	31	m
1769	40	0
1770	49.1	m
1771	46.2	m
1772	43.1	m
1773	39.9	m
1774	36.6	m
1775	33.6	m
1776	30.5	m
1777	42.8	0
1778	55.2	m
1779	49.9	m
1780	44	m
1781	37.6	m
1782	47.2	0
1783	56.8	m
1784	47.5	m
1785	42.9	m
1786	31.6	m
1787	25.8	m
1788	19.9	m
1789	14	m
1790	8.1	m
1791	2.2	m
1792	0	0
1793	0	0
1794	0	0
1795	0	0
1796	0	0
1797	0	0
1798	0	0
1799	0	0
1800	0	0
